,french,bassa
4285,Aussi est- il très important de rencontrer nos frères réfugiés dès que possible après leur arrivée,"Jon, i yé nseñ i pala boma lôk kéé yés i nlôl biloñ bipe ngéda ba nlo"
4287,Jéhovah est ton refuge,Yéhôva a yé lisolbene jés
4288,"Certains membres de ma famille ont atteint un camp de réfugiés au Malawi, après un voyage de 1 600 kilomètres","Bôt bahogi ba lihaa jem ba bi sôk bol i homa ba bé leege bakén ba bôt i Malawi, yom kiki bo 1 600 kilôméta i liké"
4290,Te réfugies- tu en Jéhovah ?,Baa u nsolbene yak Yéhôva?
4292, a) À quelle tentation les réfugiés doivent- ils résister ?, Mambe manoodana bôt ba nke loñ yap ngwéé ba nlama kolba?
4293,Jéhovah compare les anciens à une retraite [ou : un refuge] contre la tempête de pluie (Is,Yéhôva a nsébél mimañ mi le homa lisôô ikolba ôôm nop
4295,"Il a ordonné à Josué : Parle aux fils d’Israël, en disant : Donnez- vous les villes de refuge","Yéhôva nyemede a ti Yôsua oda le: Pôdôs bon ba Israel, u kal bo le, ‘téa minkoñ mi lisolbene"
4297,"C’est important de bien faire savoir dès le début que nous sommes Témoins de Jéhovah et que notre mission première est de les aider spirituellement, et non matériellement, observe un ancien qui s’est occupé de nombreux réfugiés","Mañ wada, u u bi hôla ngandak bôt ba bi ke loñ yap ngwéé, u nkal le: I yé nseñ le di hoo yis bo le di yé Mbôgi Yéhôva, ni le njômbi yés bisu bisu i yé le di hôla bo i pes mbuu, ha i pes minsôn bé"
4299,"Dès que possible après l’arrivée d’un réfugié, les anciens devraient suivre les directives indiquées dans Organisés pour faire la volonté de Jéhovah, chapitre 8, paragraphe 30","Kunda yada mbus malo ma ngim mut nu a nke loñ yé ngwéé, mimañ mi nlama noñ maéba ma kaat ini le Organisés pour faire la volonté de Jéhovah, pes 8, liben 30"
4301,"L’idée de mettre en place des villes de refuge ne venait pas des hommes, mais de Jéhovah","Bitelbene bi minkoñ mi lisolbene bini, bi bé bé mahoñol ma mut binam"
4303,Éliya trouve refuge dans une grotte,Élia a nsolop ikété hôk liaa
4305,"D’après le Haut-Commissariat des Nations unies pour les réfugiés , actuellement un être humain sur 113 est déracin[é] ","Inoñnaga ni yom HCR i nkal, mut 1 ikété 113 bôt i nkoñ isi a yé nyégsaga i nyodi libôga jé i len ini"
4307,"Il sait aussi que Ruth s’est mise à adorer Jéhovah, car il dit : Que Jéhovah rétribue ta manière d’agir, et qu’il y ait pour toi un salaire parfait de la part de Jéhovah le Dieu d’Israël, sous les ailes de qui tu es venue chercher refuge ","Bôas a nyi ki le Ruth a nyila ngwélél Yéhôva, jon a nkal nye le: Yéhôva a timbhe we inyu nson woñ, yak nsaa u yôni ki, u tina we ni Yéhôva, Nyambe nu Israel, mu kiki u bi jôp i nyeni i solop isi bipapai gwé"
4309,Nous nous sommes réfugiés dans la ville de Schladming,Di bi solop i tison i Schladming
4311,Comment pouvons- nous fortifier la foi de réfugiés récemment arrivés ?,Lelaa di nla lédés hémle i bôt ba nlôl i loñ ipe?
4312,Jésus promène son regard sur ce qui se trouve dans le Temple,Yésu a mbéñge gwom bi yé ikété témpel
4314,Regarde en direction de la mer,"Ni nye a bet, a béñge, a kal le, yom i ta bé"
4316,"REGARDE LA VIDÉO JÉHOVAH T’AIDERA, PUIS RÉPONDS À CES QUESTIONS :","BÉÑGE VIDÉÔ I GWÉ ÑO LE YÉHÔVA NYAMBE A GA HÔLA WE, I MBUS NI TIMBHE MAMBADGA MANA:"
4317,Il regarde au loin et aperçoit une lueur,"I mbus, a mbéñge nyoo haa, a tehe yom i mbai ni ngui"
4319,Regarder des images suggestives peut rendre dépendant à la pornographie ou mener à l’immoralité,"Béñge bititii bi bi nyuñgus nyuu, i nla kena i nyega malal tole i ndéñg"
4321,Des chrétiens influencés par ce qu’ils avaient pris l’habitude de regarder ont commis des actes immoraux,"Kiki ba bé béñge biliñge liñge bi ñunda ndéñg, bomede ba bi sôk ba ke ndéñg"
4323,"Ses apôtres continuaient de regarder vers le ciel, mais il était parti","Banigil ba bi kida ba nun ngii, ndi Yésu a bé nkenek"
4325,"Même si tu as le droit de la regarder, tu décideras peut-être de ne plus le faire","To ibale u gwé kunde i béñge yo, u nla kit le u mbéñge bé yo"
4327,"Où que tu regardes, c’est l’obscurité","U telep i ñemkété i hôk liaa, jiibe li kéña we"
4329,Certains prétendent pourtant qu’ils ne risquent rien à regarder des scènes représentant des actes immoraux,Ndi bape ba nla hoñol le i ta bé béba i béñge mintuk mi ñunda maboñog mabe
4331,"REGARDE LA VIDÉO AYONS DE L’AMOUR ENTRE NOUS : REJETONS L’ORGUEIL ET N’AGISSONS PAS DE FAÇON INCONVENANTE , PUIS RÉPONDS À CETTE QUESTION :",BÉÑGE VIDÉÔ I GWÉ ÑO LE NI GWÉHNA
4332,Une autre façon de laisser la pensée de Dieu nous influencer est de regarder les programmes de JW Télédiffusion,"Njel ipe di gwé inyu nwas le mahoñol ma Djob ma tihba bés i yé le, di béñge mam ma mpam i JW Nkuu biliñgeliñge"
4334,"À cet instant, mentionné en introduction, son regard croise celui de Pierre","Kiki di ntoñol i bibôdle bi pes ini, mis mé ma mbomna ni ma Pétrô"
4336,"Deux jours plus tard, en regardant le temple de Jérusalem, l’un d’eux s’est exclamé : Enseignant, regarde : quelles belles pierres et quelles belles constructions ","I mbus dilo diba, ngéda ba bi tehe témpel i Yérusalem, wada ikété yap a bi nlond le: A lét nun-ki, ndôñ ngok ini, ni ndôñ maoñ ini"
4338,"REGARDE LA VIDÉO ENCOURAGER LES INACTIFS, PUIS RÉFLÉCHIS AUX QUESTIONS SUIVANTES :","BÉÑGE VIDÉÔ INI LE TI BA BA BI WAA TÉÉ LIKALÔ MAKÉND, I MBUS WAN MAMBADGA MANA:"
4339,"Par exemple, comment décider de ce que nous allons regarder à la télévision ou sur Internet ?","Kiki hihéga, mambe makidik di nla yoñ i yi kii di nla béñge i nkuu biliñgeliñge, tole i internet?"
4340,"REGARDE LA VIDÉO LES MERVEILLES DE LA CRÉATION RÉVÈLENT LA GLOIRE DE DIEU : LA LUMIÈRE ET LES COULEURS, PUIS RÉPONDS À CES QUESTIONS :",BÉÑGE VIDÉÔ I GWÉ ÑO LE MINSON MI HÉLHA MI DJOB MI ÑUNDA LIPÉM JÉ
4341,Mais avons- nous vraiment besoin d’une loi interdisant formellement de regarder de tels spectacles ?,Ndi baa i mbéda toi bés mbén i tôbôtôbô inyu ndôñ mam i?
4342,"REGARDE LA VIDÉO AYONS DE L’AMOUR ENTRE NOUS : NE SOYONS PAS JALOUX NI VANTARDS , PUIS RÉPONDS À CETTE QUESTION :",BÉÑGE VIDÉÔ I GWÉ ÑO LE NI GWÉHNA
4343,,Balôm ni baa ba nlama béñge wada ni nuu ni mis malam
4344," Mari et femme doivent, eux aussi, porter un regard positif l’un sur l’autre et être disposés à se pardonner", Ba bak ki bebee i nwéhél wada ni nuu
4346,Mais moi je vous dis que celui qui continue à regarder une femme au point de la désirer a déjà commis un adultère avec elle dans son cœur ,"Ndi me me nkal bé le nu ni nu a nke ni bisu i nun muda kayéle a bana ngôñ i lalna nye, wee a mal ke i ndéñg ni nye mu ñem wé"
4348,"À l’aide de l’application JW Library, regarde de nouveau la vidéo, puis réponds aux questions suivantes :","Gwélél JW Library inyu tiimba béñge vidéô, i mbus, u timbhe mana mambadga:"
4349,"REGARDE LA VIDÉO RETROUVE DE LA JOIE GRÂCE À L’ÉTUDE ET À LA MÉDITATION, PUIS RÉPONDS AUX QUESTIONS SUIVANTES :","BÉÑGE INI VIDÉÔ LE TÉMBNA MASÉÉ MOÑ NI NJEL YIGIL NI SOÑDA, I MBUS TIMBHE MAMBADGA MANA:"
4350,"Il enseigne ensuite une leçon importante en ordonnant à Pierre : Remets ton épée à sa place, car tous ceux qui prennent l’épée mourront par l’épée","I mbus, Yésu a niiga jam li nlôôha ba nseñ, a nkal Pétrô le: Timbis pansoñ yoñ i homa wé, inyule ba bobasôna ba nyoñ pansoñ, b’a tjiba ni pansoñ"
4352,"À peine s’en remet- il qu’un grand feu apparaît, l’obligeant à retourner dans la grotte pour s’abriter de la chaleur brûlante ","Nyeñg hisi i yé ngi mal, nano hié hi nkala homa nyensôna, hi nyéksa Élia i témb ikété hôk liaa inyu solop"
4355, a) Comment Pierre remet- il la patience de Jésus à l’épreuve ?, Mambe mahôha mape ma Pétrô Yésu a nhônba?
4356,C’est pourquoi ne remets pas inutilement à plus tard les objectifs spirituels,‘Ni jôp i nwemel nkeñi u nyibil njel inyu nson’ ngéda u ngi néhi inyu nan
4358,"Quand on part vivre à l’étranger dans le but d’aider les gens à connaître Jéhovah, on remet en réalité notre vie entre ses mains","Ngéda u nke i mbok ipe ni ngôñ i hôla bôt i yi Yéhôva, wee u yé bii niñ yoñ i moo mé"
4360,"C’est pourquoi quand il se remet à parler, ses voisins sont stupéfaits ; ils se demandent : Que deviendra donc cet enfant ?","Jon, nano kiki Sakaria a mpot, bôt bé ba libôk ba yé nhelek, ba badbaga le: Umbe ntén mut i man nunu a’ sôk yila?"
4361,Grâce à quoi Samuel se remet- il de ses déceptions concernant le roi Saül ?,Lelaa Samuel a nyémbél libak le Kiñe Saulô a nwéha nye nyuu?
4362,"Peu après, Pierre remet la patience de Jésus à l’épreuve","Ndék ngéda mbus ha, Pétrô a ntémb a boñ jam li li nlémél bé Yésu"
4364,"Même si le cadeau est offert en raison d’une fête religieuse, cela ne signifie pas que celui qui l’accepte est supposé partager les convictions religieuses de celui qui le remet","To i ba yaga le ba nti we likébla inyu ngand i kwéha base, ibale u neebe jo, hala nkobla bé le u neebe biniigana bi base i mut a nti we likébla"
4366,"Puis, nous sommes remontés jusqu’à Amsterdam, où nous avons pris l’avion pour rentrer à New York","Di bé di nyodak ha, di ke i tison i Amsterdam, ndi di kahal huu i New York"
4368,"Même si nous n’avons discuté que quelques minutes, a écrit une sœur à un orateur de passage, tu as vu que j’avais le cœur lourd, et tu m’as réconfortée et m’as remonté le moral","Mankéé nu muda wada a bi tilna nti nkwel wada nu a bé lôl i likoda lipe le: To hala kiki di bi kwel ndik ndék manut, u bi tehe le ñem wem u nyét, u lédés me, u ti ki me ngui"
4370,"Dans leurs débuts au Ghana, George et Adria avaient l’impression d’avoir remonté le temps","George ni Adria ba ntoñol le, ngélé yap bisu i ke i Ghana, ba bi nôgda wengoñle ba ntémb i ngéda kôba"
4372,"De même qu’un nageur qui veut remonter une rivière doit lutter continuellement contre le courant, de même nous devons lutter continuellement contre la tendance pécheresse à tenir des propos inconsidérés","Ngéda di mboñ biliya inyu jôs i minhéña mi ntinde bés i bana bibuk bibe, a yé wengoñle mut a nhok ni ngui yé yosôna i ke i mabeda ma lép ikété sañ le lép u kulna bañ nye"
4374,"Et aussi loin qu’aient remonté ses souvenirs, il n’en a manqué aucune","To hala kiki a yoñ makidik ma behee behee, a bi tôl bé to jada"
4376,"Dans beaucoup de Bibles, le nom de Dieu a été remplacé par des titres comme SEIGNEUR ou DIEU","Ikété ngandak Bibel, ba bi héya jôl li Djob, ba héñha jo ni mangédi mé kii bo NWET tole DJOB"
4378,"Il faut aussi faire savoir aux anciens qu’on est volontaire pour nettoyer la Salle du Royaume, faire des exposés de remplacement, emmener quelqu’un aux réunions, ou autre","Yis mimañ le u yé bebee i ti mahôla, kiki bo pubus Ndap Ane, i héñha mut nu a ta bé inyu lôôs nkwel, tole i kena ngim mut makoda hiki ngéda"
4380,"Durant ses dernières années, Samuel comprend encore mieux que Jéhovah a eu raison de remplacer Saül par David","Mu ñwii nwé mi nsôk, Samuel a nkônde tehe le Yéhôva a bé a kôli héya Saulô kiñe inyu pohol David"
4382,"Au même moment, le surveillant de la filiale avait eu une conduite contraire à la Bible et avait dû être remplacé","Nlélém ngéda, yak nkena hikuu hi loñ a bi tjañgap, kayéle ba bé nyégsaga i héñha nye"
4384,La soif de telles choses peut facilement remplacer notre amour pour Dieu,"Ngôñ ikeñi di gwé inyu mam ma, i nla pala yoñ i gwéha di nti Djob"
4386,"Imagine l’époque où toutes les organisations corrompues seront remplacées par une seule organisation, unifiée et incorruptible ",Hégda ki i ngéda minkoda mi minlôñ nwominsôna mi ga héñhana ni ntôñ nlam wada u u édi
4388,"Dans ce cas, d’autres frères peuvent les remplacer","Ha nya ngéda, bilôk bikéé bipe bi nla yoñ mam i moo"
4390,Par quoi seront- ils remplacés ?,Kii i ga héñha bo?
4391,Prenons une comparaison : Que se passe- t- il quand un vieux pont en mauvais état a besoin d’être remplacé ?,Hoñol le hihéga hini: Kii i yé i bôña ngéda ba nlama héñha bôk nyaañga?
4392,"Veille à ne pas insérer, sauter ou remplacer des mots","U kônde bañ bibuk, u pind bañ bihogi, u héñha bañ to bipe"
4394,"Ces pains, qui avaient déjà été enlevés de devant Jéhovah et remplacés par des pains frais, étaient en général réservés aux prêtres","Bikoga ba bi héya bisu bi mbom Yéhôva, ba bi héñha gwo ni bikoga bi mondo; biprisi gwon bi bééna kunde i je gwo"
4396,"Ce nom divin se retrouve plus de 7 000 fois dans la Bible, même si certains traducteurs l’ont remplacé par des titres comme Dieu ou Seigneur ","Lini jôl le Yéhôva li nlébna iloo 7 000 ngélé ikété bitilna bi Bibel, to hala kii bakobol Bibel bape ba bi heñel jo ni manguu kiki bo Djob tole Nwet"
4398,Même ceux qui semblent pertinents finissent par passer de mode et sont révisés ou remplacés,"Bipe bi nla bana ndiimbhe hanano ndi i sôk nene le bi ntagbe ngéda, bi nlama bôñglana tole héñhana"
4400,"L’hémodilution consiste à dériver une partie du sang du patient, à le remplacer par un restaurateur du volume sanguin et à le réintroduire ensuite dans le corps","Ba nla gwélél njel ba nsébél le hémôdilusion, i i yé le inyu kan mut, ba ntégbaha libim li matjél ikété bibot, mbus ba bulus i ndég matjél i nyégle ikété nyuu i nkokon ni bee bi bi yé malép malép"
4402,Jéhovah a annoncé que l’alliance de la Loi serait remplacée par une nouvelle alliance dont les bienfaits seraient éternels,"Yéhôva a bi bôn le malômbla ma yondo ma ga yiha malômbla ma kwañ, ma lona ki bisai bi boga"
4404,"Les humains sont faits à l’image de Jéhovah, à sa ressemblance",Bôt ba binam ba bi héga i pôôna i Nyambe
4406,Salomé retourne aussitôt voir Hérode : Je veux que tu me donnes tout de suite sur un plateau la tête de Jean le Baptiste ,"I bitéé bilôñi, Salômé a ntémbna Hérôdé ndimbhe: Me nsômbôl le nano nano, u ti me ño u Yôhanes Nsôble i nleha pan"
4408,"Fais d’abord la paix avec ton frère, puis retourne présenter ton offrande ","Ke kôp ndugi nsañ ni maasoñ, i mbus, témb u ti likébla joñ"
4410,Nous veillerons également à retourner voir toute personne qui a manifesté de l’intérêt,"Di ga ba ki bebee i témb yak mut nyeñsô a ñunda le nwiñ u u nlémél nye, inyu tinde nye i nigil Bibel"
4412,"Alors que ses apôtres sont, semble- t- il, toujours en Galilée, Jésus leur demande de retourner à Jérusalem","Bebek kiki baôma ba ngi yii i Galiléa, Yésu a mbat bo le ba témb i Yérusalem"
4414,Que veut dire se retourner ?,I hielba i nkobla le kii?
4415,"Quand nous y sommes retournés, un passant nous a demandé : Qu’est- ce qui s’est passé ?","Ngéda di bi témb nyoo, i bôt ba bé tagbe, ba bé bat bés le: ‘Ndi ni bé hee?"
4417," a) Qu’arrive- t- il à Yona au fond de la mer, et qui provoque ce retournement de situation ?", Kii i mpémél Yôna ngéda a nsôs ikétékété tuye?
4418,"Redevenu alors une créature spirituelle, Jésus est retourné au ciel ","I bôdôl ha, Djob a bi téé nye Kiñe"
4420,Il avait maintenant de quoi retourner dans l’Androy et mettre en place un petit commerce de yaourt ,"Moni mi, mi bi hôla nye i saa ndiyô inyu témb i Antandrôi, ni i bôdôl nyuñga i mabga milik"
4422,"Bien que les sœurs ne soient retournées au travail que trois jours plus tard, le responsable de la ferme n’a même pas remarqué leur absence","Tolakii ba bé huu bé i bisu bi dilo diaa, ñénél wom a bé yimbe bé le Kôrina bo liwanda jé ba bé ba ke haa"
4424,"Il dit à son serviteur : Retourne , non pas une ou deux fois, mais sept fois ","A ntiimba ep nlimil wé, ngélé yada bé, ngélé iba bé, ndi ngélé isaambok"
4426,Samuel est retourné au lit,Samuel a témb i nañi
4428,"Si les anciens concluaient que la mort avait été accidentelle, ils faisaient retourner le fugitif à sa ville de refuge","A bé a témb ndigi i nkoñ lisolbene, ngéda ba nléba le a nkôôba bé nol nye"
4430,"Ils sont donc retournés à Jérusalem et, pendant trois jours, ils ont cherché leur fils","Ba bi témb i Yérusalem, ba yéñ lok yap dilo daa"
4432,Jésus retourne au ciel,Yésu a ntémb i ngii
4433,Retourne rapidement voir une personne qui a manifesté de l’intérêt,Tiimba lo ibabé i nimis ngéda inyu kena ñañ ni bisu
4435,Il a été ressuscité par Jéhovah et il est retourné au ciel,Yéhôva a bi tugul Yésu inyu niñ i ngii
4437,"Quand Noémi a appris que la famine en Israël était finie, elle a décidé d’y retourner","Naômi a nok bañ le njal i mal i loñ Israel, a yoñ makidik le a ntémb i Lôk yé"
4439,"Ta situation sera comparable à celle de chrétiens du Ier siècle à qui l’apôtre Pierre a écrit : Vous étiez comme des brebis, en train de vous égarer ; mais maintenant vous êtes retournés vers le berger et surveillant de vos âmes ","Ha ngéda i, w’a ba kiki bikristen bi bisu Pétrô a tilna le: Ni bé yôm wengoñle mintômba, ndi hanano ni mal témp yak Ntééda ni Mbénge nom nan"
4441,"À peine s’en remet- il qu’un grand feu apparaît, l’obligeant à retourner dans la grotte pour s’abriter de la chaleur brûlante ","Nyeñg hisi i yé ngi mal, nano hié hi nkala homa nyensôna, hi nyéksa Élia i témb ikété hôk liaa inyu solop"
4443,"Sa femme, elle, se retourne, regrettant peut-être ce qu’elle a abandonné","Ndi nwaa wé a bi béñge mbus, bebeg inyule a bé gwés lingwañ a bi yék ikété tison"
4445,Il est retourné au ciel,A bi témb i ngii
4447,"Par exemple, ce que nous apprenons à la réunion Vie chrétienne et ministère nous permet d’avoir plus d’assurance quand nous faisons des nouvelles visites et quand nous enseignons la Bible","Biniigana bi mahee di nkôhna mu likoda li, bi nhôla ngandak ikété yés i hôlôs likeñge jap inyu mapeple ni gwigil bi Bibel"
4449,"Dans de nombreux endroits, les frères avaient de bonnes raisons de craindre que leur Salle du Royaume soit détruite s’ils tenaient des réunions interraciales","I ngandak bahoma, lôk kéé i bé kôli kon woñi le ba bôk Ndap Ane, inyule ba bé tehe miñindô ni bakana ba kôdi inyu bégés Djob ntôñ"
4451,Demandez à la personne qui vous enseigne la Bible de vous aider à préparer un commentaire pour la prochaine réunion,"Ni mahôla ma nniiga woñ, kôôba ndimbhe w’a la ti likoda li noñ ha"
4453,Pourquoi les frères qui ont des participations aux réunions devraient- ils mettre en pratique 1 Corinthiens 14:40 ?,"Inyuki bilôk bikéé bi bi gwé minkwel i likoda, bi nlama noñ mabéhna di nléba i kaat 1 Korintô 14:40?"
4454,Comment nous habillons- nous pour les réunions ou la prédication ?,Lelaa di nhaba ngéda di nke i makoda ni i likalô?
4455,"Nous sommes également rendus plus forts par l’enseignement divin dispensé aux réunions, aux assemblées et aux écoles théocratiques","Di nkônde ki let ni njel biniigana Yéhôva a nti bés i makoda ma bikristen, i makoda makeñi , i makoda ma ndôn, ni i bisuklu bi ntôñ"
4457,"Si tu choisis de faire cela, adresse- toi à lui bien avant le début de la réunion","Ibale njel i yon u mpohol, u nlama tehe mankéé a nkena yigil ilole likoda li mbôdôl"
4459,Les réunions commencent et se terminent par une prière,"Makoda ma mbôdôl, ma malag ni masoohe"
4461,Les gens que nous rencontrons en prédication ne veulent parfois rien entendre ; votre travail est peut-être si fatigant que vous devez vous faire violence pour assister aux réunions,"Bôt di ntééne likalô ba nla yan bés, tole bôlô yés i nla wéés bés kayéle i lo makoda li yila nledek jam kiyaga"
4463,"Le Mémorial, plus que toute autre réunion organisée par le peuple de Dieu, est la preuve évidente que les Témoins de Jéhovah sont unis","Likoda li Mbigda nyemb Yésu, iloo mana mape momasôna, li ñunda ibabé pééna yo ki yo le Mbôgi Yéhôva i édi"
4465,"Dans la congrégation, il peut arriver qu’aucun ancien ou assistant ministériel ne soit disponible pour effectuer une tâche normalement confiée à de tels frères, comme par exemple diriger une réunion pour la prédication","Ikété likoda, i nla pam le mimañ to bahôla nson ba ta bé inyu gwel nson u u yé ntéébaga inyu yap, kiki bo éga likoda li likalô"
4468," a) Comment nous encourager les uns les autres, et que nous procurent nos réunions ?"," Lelaa di nla tina makénd, umbe nseñ makoda ma yéne bés?"
4469,"Il faut aussi faire savoir aux anciens qu’on est volontaire pour nettoyer la Salle du Royaume, faire des exposés de remplacement, emmener quelqu’un aux réunions, ou autre","Yis mimañ le u yé bebee i ti mahôla, kiki bo pubus Ndap Ane, i héñha mut nu a ta bé inyu lôôs nkwel, tole i kena ngim mut makoda hiki ngéda"
4471,"Au lieu d’apporter de nombreuses publications imprimées à la réunion, utilise ton smartphone ou ta tablette pour suivre les différentes parties de la réunion et chanter les cantiques","Ilole u yônôs bot yoñ ni bikaat inyu ke i likoda, gwélél kei yoñ inyu noñ minkwel nwomisôna ni inyu tôp tjémbi"
4473,"Cahier pour la réunion Vie chrétienne et ministère, janvier 2016",Niñ yés ni nson wés u bikristen
4474,Il ajoute qu’aujourd’hui sa femme et lui dirigent 15 cours bibliques et que plusieurs frères et sœurs inactifs assistent aux réunions de la congrégation,"A nkal ki le nye ni nwaa ba ntégbaha 15 gwigil bi Bibel, ni le ngandak lôk kéé i i bi bomb i pes mbuu, i bi bôdôl lo i makoda"
4476,"Examinons des principes bibliques, des exemples de personnages du passé et des conseils pratiques qui peuvent aider chacun de nous à répondre davantage aux réunions","Di wan ngim matiñ i Bibel, ndék dihéga, ni maéba malam ma ma nla hôla bés bobasôna i boñ biliya i timbhe ngandak makoda"
4478,"De même, lors des réunions, notre tenue indique notre respect pour le Juge de toute la terre , Jéhovah Dieu, et pour le lieu où nous l’adorons ","Jon di nhaba loñge inyu ti Yéhôva lipém kiki Nkéés nu hisi hiosôna, ni inyu diihe ndap yés likoda"
4480,"Cahier pour la réunion Vie chrétienne et ministère, octobre 2016",Niñ yés ni nson wés bikristen
4481,"En assistant aux réunions chrétiennes et en parlant aux autres des vérités de la Bible, vous n’aurez plus envie de faire partie d’une fausse religion ni de suivre ses traditions","Mu kii u ga ke i makoda, u kalak ki bôt bape maliga ma Bibel, u ga nôgda le u gwé ha bé ki ngôñ i bana maada ni bibase bi bitembee, to ni bilem gwap"
4483,"Si vous assistez à leurs réunions, vous connaîtrez Dieu encore plus vite",Ibale u nke i makoda ma bikristen w’a pala hol i bana yi i Djob
4485,"Environ trois mois après, l’ancien a invité Jim à une réunion","I mbus sôñ aa, mañ u, u bi naña Jim i likoda kel yada"
4487,"Nous sommes vite devenus réguliers aux réunions, et une petite congrégation a été formée à Hemsworth","Di bi hoo neebe nsébla u, mbus man likoda a bi gwéé i Hemsworth"
4489,Son rêve l’a tellement perturbé qu’il n’arrivait plus à dormir,Li bi tééñga nye kayéle hilo hi ke nye ngwéé
4491,Vous pourriez penser que les promesses qui sont décrites aux pages 4 et 5 de ce livre ne sont qu’un beau rêve,"Hala a nla ba jam li ntomb i hoñol le, mam u ñañ munu mapep ma bisu ma kaat ini ma yé ndik eem"
4493,"Un objectif, c’est plus qu’un rêve, plus qu’une chose qu’on souhaiterait voir se produire",Njômbi i ta bé i emel le u nkôs ngim jam u nsômbôl bana
4495,"Pour cela, les démons se servent de visions, de rêves, de médiums ou d’autres moyens","Mimbuu mimbe mi mboñ hala ni njel bindéé, ni bi eem, ni bôt ba makañ, ni manjel mape ki"
4497,Il a même donné à Daniel de la sagesse pour comprendre des visions et des rêves,A ti yak Daniel pék i nok biyiinda ni bieem
4499,Je peux expliquer le rêve du roi,Me nla toñol eem i kiñe
4501,"Dans un autre rêve, Dieu prévient Joseph du danger","Ikété eem ipe, Djob a nyis Yôsep hala"
4503,"Alors que Joseph était en prison, Pharaon, le roi d’Égypte, a fait des rêves que personne ne pouvait expliquer","Ngéda Yôsep a bé i ndap mok, kiñe Égiptô le Faraô i bi emel bieem le mut to wada a bi la bé toñol"
4505,"Dans un rêve, un ange lui confirme que la grossesse de sa fiancée est le résultat d’un miracle","Añgel i mpémél nye ikété eem, i kal nye le Djob nyen a mboñ hélha jam ndi Maria a nembee"
4507,"Dans un rêve, Dieu invite le nouveau roi à formuler un vœu",Ni Djob a kal Salômô ikété eem le a bat nye to kinje jam a nsômbôl
4509,"Dans un rêve, il leur demande de repartir par un autre chemin ","Ni njel eem, a nkal bayitjôdôt le ba yoñ njel ipe inyu témb i loñ yap"
4511,"Satan trompe les gens, parfois avec des rêves ou des visions",Satan a nlôk bôt mangéda mape ni njel bieem ni bindéé
4513,Un ange lui explique alors dans un rêve que c’est l’esprit saint qui est à l’origine de cette grossesse,"Ndi ngéda a nok le Maria a yé jém, a mbôdôl yéñ njel i bos ni nye bisôsôli inyu boñ le a wéha bañ nye nyuu i mbamba"
4515,"Dans une vision, Jéhovah a montré à Daniel le rêve de Nabuchodonosor et il lui a révélé ce qu’il signifiait","Ikété yiinda, Yéhôva a éba Daniel eem i Nébukadnézar, a kal ki nye kii hala a nkobla"
4517,Il a fait venir ses magiciens et il leur a ordonné : Expliquez- moi mon rêve,"A sébél bôt bé ba makañ, a kal bo le: ‘Toñlana me eem yem"
4519,"Certaines personnes essaient de connaître l’avenir au moyen de cartes de tarot, de rêves, d’une boule de cristal, de l’astrologie ou en lisant les lignes de la main","Mut a nla boñ hala ni njel bakobol tjôdôt, bakobol dibagi, baleñ mbañ, bagwélél man hôgôô tole pôpôs, baañ biyimbne i libai li woo tole bôt ba mbona"
4521,"Pendant qu’il siège au tribunal, sa femme envoie quelqu’un lui dire : Laisse tranquille cet homme juste, car aujourd’hui, à cause de lui, j’ai eu un rêve [manifestement d’origine divine] qui m’a fait beaucoup souffrir ","Mu kii a yii yééne het a nkéés, nwaa wé a ñep mut i nkal nye le: Nwas i mut telepsép nunu nwee inyule len, me nok ndutu ngandak ikété eem inyu yé"
4523,Qu’est- ce que ce rêve voulait dire ?,Kii eem i bé kobla?
4524,"Un ange de Jéhovah lui apparaît alors dans un rêve et lui dit : N’aie pas peur de prendre ta femme, Marie, chez toi, car ce qui a été conçu en elle l’a été par l’action de l’esprit saint","Añgel i Yéhôva i mpémél nye i eem, i nkal nye le: U kon bañ woñi i yoñ nwaa woñ Maria i weeni, inyule i jém a nyoñ li nlôl ni mbuu mpubi"
4526,Des rêves ou des souvenirs qui refont surface peuvent rendre ses émotions encore plus vives,"U nla ki lugda ikété mahoñol moñ inyule u mbigda nwet a nwo, u emlak ki nye"
4528,"Une nuit, le roi Nabuchodonosor a fait un rêve étrange","U wada, Kiñe Nébukadnézar a bi emel jam li bi kônha nye woñi"
4530,"Ce récit montre que la résurrection n’est pas un doux rêve, mais une réalité historique et un enseignement biblique réconfortant ","Ñañ unu u ñunda le bitugne bi ta bé ndik loñge eem, ndi bi yé ntiik jam Bibel i niiga toi"
4532,Leurs prophètes ont des visions et interprètent les rêves,"Bapôdôl ba ba yé ikété yap ba ntehe biyiinda, ba toñlak bieem"
4534,"Samuel le réveille, en disant : Me voici, car tu m’as appelé","Samuel a ntôdôl Éli, a kal nye le: Me nunu, inyule u nsébél me"
4536,Dieu peut réveiller ceux qui sont morts aussi facilement que vous pouvez réveiller quelqu’un qui dort ,Djob a nla tugul bawoga nlélém kii yak we u nla tôdôl mut a yé hilo
4538,"À son réveil, Yona comprend que cette plante vigoureuse aux larges feuilles lui fournira bien plus d’ombre que son abri de fortune","Ngéda Yôna a ntôde kegla, a ntehe le tjai dikeñi di e ini di nhô lap yé loñge loñge, di kôp ki loñge yiye"
