,french,bassa
2684,"N’oublie jamais : tout ce que tu fais pour montrer ton amour pour Jéhovah lui est précieux, même si cela te semble peu .","Bigda le, to imbe yom u mboñ inyu unda Yéhôva le u ngwés nye, to ibale i nene isii, i yé nséñ inyu yé.—Lukas 21:1-4."
2685,Comment un jeune montre- t- il qu’il est sage pour le salut ?,Lelaa mañge wanda a nla éba le a gwé pék inyu tohi?
2686,Comment une femme montre- t- elle qu’elle a des égards pour son mari ?,"Lelaa muda a nla unda le a nok nlôm, a tôñôk ki ni nye?"
2687,"» Si ta réponse est oui, comment le lui montrer ?","Ibale u ntimbhe le ñ, lelaa u nla toi unda hala?"
2688,Montre- toi fidèle à Jéhovah,Téñbe i gwés Yéhôva
2689,b) Comment Paul a- t- il montré qu’il soutenait les anciens de Jérusalem ?,Lelaa Paul a unda le a bé nit mimañ mi Yérusalem ni suhulnyuu?
2690,[Montrer la vidéo Introduction à Jean.],[Tuk vidéô i Majubul ma kaat Yôhanes.]
2691,Le fait qu’il descendait de David était tellement connu que même les Pharisiens et les Sadducéens n’ont pas pu le nier.,"Maliga, kaat lihaa i Yésu i bé yiba loñge loñge kayéle yak lôk Farisai ni Sadukai ba pééna bé yo kekikel."
2692,Que nous apprend l’histoire de Shebna sur la discipline venant de Jéhovah ?,Kii yom i bi pémél Sébna i niiga we inyu bikodlene Djob a nti bés?
2693,» Que nous apprend cette prophétie sur le Royaume de Dieu ?,Kii mbañ ini i niiga bés inyu Ane Djob?
2694,Que devons- nous savoir au sujet des outils de notre panoplie d’enseignant ?,Kii di nlama yi inyu bisélél bi bi yé mu nkuu wés bisélél inyu niiga?
2695,Et c’est certain que nous avons de bonnes raisons d’être joyeux au service de Jéhovah.,"Ibabé nkaa, di gwé ngandak manjom i ba maséé ikété bôlô i Yéhôva."
2696,Nous faisons la joie du Souverain.,Hala a nkônha Ñem wé maséé.
2697,"Par exemple, ce que nous apprenons à la réunion Vie chrétienne et ministère nous permet d’avoir plus d’assurance quand nous faisons des nouvelles visites et quand nous enseignons la Bible.","Biniigana bi mahee di nkôhna mu likoda li, bi nhôla ngandak ikété yés i hôlôs likeñge jap inyu mapeple ni gwigil bi Bibel."
2698,"À première vue, nous pourrions penser qu’Éliphaz et Bildad faisaient preuve d’humilité .","I pot maliga, ibale mut a nyôgi i ngii hikôa, tole a yé béñgne i winda i hinuni hi bikei, bôt ba binam ba nene nye kiki litôi li malép."
2699,Nous trouvons dans la Bible beaucoup de cas où Jéhovah a fait des choses inimaginables.,"Mu kii di wan Bitilna, di nléba ngandak dihéga het Yéhôva a boñ mam bôt ba bé bemek bé."
2700,Et faut- il nous tenir à nos décisions quoi qu’il arrive ?,Baa i ba bebee i yoñ makidik i nkobla le di téñ ndik le di ga héñha bé makidik més to ibale kii?
2701,4 Cela ne veut pas dire que nous devons nous aimer les uns les autres simplement par sens du devoir.,4 Hala a nsômbôl bé kal le di nlama gwéhna bés ni bés ndik inyule di yé nyégsaga i boñ hala.
2702,Mais pourquoi sommes- nous si différents des autres religions ?,Kii i mboñ ni le di lôôha ba maselna ni ntôñ wo ki wo umpe?
2703,"Comme lui, nous souhaitons vraiment que les gens écoutent et « reste[nt] bel et bien en vie » (Ézéch.","Kiki Yéhôva, ngôñ yés yosôna i yé le bôt ba leege nwin u, kayéle ba ‘ke ni bisu i niñ.’"
2704,Les respecter nous procure une joie et un contentement que l’on ne trouve nulle part dans ce monde agité.,"I nôgôl mambén ma, li nlona maséé ma di nla bé léba homa numpe munu béba nkoñ isi."
2705,"27 Actuellement, nous attendons la fin du monde de Satan dans sa totalité.","27 I len ini, di mbem lisuk li nkoñ isi u Satan wonsôna."
2706,Combien de temps nous faut- il généralement pour nous pardonner mutuellement ?,Baa di yé di hoo tole di yé di tiñha nwéhél?
2707,Que nous apprend sur Jéhovah l’histoire de Yona ?,Kii Ñañ u Yôna u niiga bés inyu Yéhôva?
2708,Parce qu’il a compris que la manière dont nous pensons influence la façon dont nous agissons.,"Inyule Satan a nyi le mahoñol mut a gwé, mon ma ntinde nye i boñ ngim mam."
2709,L’idée que Dieu choisisse à l’avance quelles épreuves nous subirons suppose qu’il connaisse tout de notre avenir.,Mahoñol mana le Djob a mpohol i bisu bi ngéda mambe manoodana di ga boma ma nkobla le a nlama yi hiki jam inyu bilôl gwés.
2710,"Un frère, une sœur qui parfois nous vexe ?","Ki le mu ñem wés, di ngwés bé lôk kéé yés."
2711,Nous examinerons certaines d’entre elles dans l’article suivant.,"Yigil i noñ ha, i ga toñol lelaa di nla boñ hala."
2712,"Nous ne pouvons pas comprendre exactement ce que tu ressens, mais Jéhovah, si, et il continuera de te réconforter.","Di ta bé le di nok loñge loñge yom u nôgda, ndi Yéhôva a nok we loñge loñge, a’ ke ki ni bisu i téé we."
2713,"En arrivant au Béthel du Brésil, nous nous sommes mis au portugais.","Ngéda di bi bol i hikuu hi loñ hi Brésil, ba bi niiga bés hilémb hi Potoki."
2714,Le fait que Jéhovah a veillé à ce qu’Habacuc mette par écrit ses inquiétudes nous enseigne une leçon importante : nous ne devons pas avoir peur de le prier au sujet de nos inquiétudes et de nos doutes.,"I ti Yéhôva a bi ti Habakuk mbuu mpubi wé inyu tila mam ma bé tééñga nye, i nti bés biniigana bi mahee: Di nlama bé kon woñi i añle Nye mam ma ntééñga bés, tole i pééna di gwé i ñem."
2715,Elle nous aidera à résister aux tentations.,"Ngéda di yé bisu bi manoodana, i bana mahoñol ma Kristô i ga hôla bés i keñgle mo."
2716,"7, 8. a) Pourquoi disons- nous que se fixer des objectifs aide à prendre de bonnes décisions ?","7, 8.  Lelaa i téé mam di nlama boñ i pes mbuu i nla boñ le, i yoñ makidik malam i ba jam li tomb?"
2717,Un bon oranger produit de belles oranges ; la vraie religion produit des gens agréables .,"Nlélém kii tén pôma lam i num bapôma balam, hala ki nyen base i maliga i nti biloñge bibôt.—Matéô 7:15-20."
2718,Nous trouvons dans la Bible beaucoup de cas où Jéhovah a fait des choses inimaginables.,"Mu kii di wan Bitilna, di nléba ngandak dihéga het Yéhôva a boñ mam bôt ba bé bemek bé."
2719,"On m’a affecté à l’imprimerie, où j’ai appris à conduire la presse à plat.","Ba bi ep me i het ba mpémés bikaat, me nigil ki i gwélél mashin ma bé nyoo."
2720,"Elle admet : « Comme j’ai grandi dans une famille où tout le monde se mettait souvent en colère, je dois lutter aujourd’hui encore contre ce sentiment.","A nkal le: “Letee ni i len ini, me ngi jok ni hiun, inyule me bi nañ i lihaa i het hiki mut a bé bep unup.”"
2721,"Où qu’ils se trouvent, les humains peuvent démontrer s’ils se soucient de savoir qui a créé les cieux et la terre, s’ils veulent respecter les lois de ce Créateur et aimer leur prochain. — Luc 10:25-27 ; Révélation 4:11.","To he homa bôt ba yiine, ngéda i ntina bo le ba tehe nseñ i yi nje a bi hek ngii ni hisi, lelaa b’a nôgôl matiñ mé ni unda gwéha inyu mut wap libôk.—Lukas 10:25-27; Masoola 4:11."
2722,"Depuis longtemps, l’organisation de Jéhovah nous aide à nous mettre à la place des personnages bibliques et à imaginer où ils vivaient.","Ibôdôl behee, ntôñ u Yéhôva u nsal ni ngui inyu boñ le di nok lingoñoo, ngéda di ñañ miñañ mi bôt ba yé ikété Bibel, di nôgdaga wengoñle di yé i tehe kiki ba bé niñ ha ngéda i."
2723,Le lap dancing est une danse où une personne généralement très dévêtue s’assoit sur les genoux d’un client en simulant des mouvements sexuels.,"Ba nkal le masak mana le lap dance ma nséga le, “muda a nsak a mbéna was tôl yé i néhi, a séñbaga mut nu a nségés.”"
2724,Quels évènements importants se sont produits à l’époque où ce livre a été écrit ?,"Mambe mam ma tôbôtôbô ma bi bôña ngéda i pes kaat i, i bi tilba?"
2725,» Ils ne comprennent pas ce que Jésus veut dire parce qu’ils ignorent d’où il vient.,"Ba nok bé jam Yésu a nsômbôl kal, inyule ba nyi bé het a nlôl."
2726,"Quand ils sont arrivés à Bethléem, ils n’ont trouvé qu’un seul endroit où loger : une étable.","Ngéda ba bi pam i Bétléhém, homa ba bi la léba kiki liyééne a bé ndap bilém."
2727,"Cette ville se trouve dans le pays de Canaan, où les gens ne croient pas en Jéhovah.","I tison ini i yé i loñ i Kanaan, i het bôt ba nhémle bé Yéhôva."
2728,Is 50:1 : Pourquoi Jéhovah a- t- il demandé aux Israélites : « Où donc est l’acte de divorce de votre mère ?,"Yésaya 50:1 —Inyuki Yéhôva a bat bon ba Israél le: “Kaat sagal libii i yé ni hee, i me ti nyuñ?”"
2729,"» Elle a dit : « Je ne savais pas où, ni comment, ni quoi.","A nkal le: “Me bé yi bé hee, lelaa, ni kii."
2730,Les frères et sœurs qui vivent là où nous servons aiment énormément JW Télédiffusion.,Bilôk bikéé bi bôda ni bi bôlôm bi likoda jés bi ngwés JW Nkuu biliñgeliñge ngandak.
2731,"Dix-sept ans ont passé depuis le jour où Jésus, âgé de 12 ans, a interrogé les enseignants dans le Temple.","Bebee le 17 nwii mi bi tagbe ibôdôl nu Yésu a bééna 12 nwii, a badak baéga bibase mambadga i témpel."
2732,"Quand le nuage était au-dessus du tabernacle, les Israélites restaient là où ils étaient.","Ngéda ond i bé i ngii Lap, bon ba Israel ba bé ba yégle ha, i homa nu."
2733,"Avec tous les autres chrétiens oints, ils « continuent à suivre l’Agneau [Jésus] où qu’il aille » .",Juu li Bakena Ntôñ li nti mayéga inyu masoohe més inyu yap.
2734,Introduction : Nous montrons aux gens une courte vidéo qui explique où trouver des réponses satisfaisantes aux grandes questions de la vie.,Inyu bôdôl nkwel: Di yé i unda bôt man vidéô nu a ntoñol lelaa di nla léba mandimbhe inyu mambadga makeñi ma niñ.
2735,"Hans : « Nous demandions à Jéhovah de nous guider, parce que nous voulions aller là où il nous dirigerait.","Hans a ntoñol le: “Di bi soohe Yéhôva le a éga bés, inyule di bé bebee i ke to numbe homa a ñep bés."
2736,"Soudain, un bruit semblable à celui d’un violent coup de vent retentit dans la maison où ils se trouvent.",Ndi mbimba kikii mbuk mbebi nunkeñi i pak ndap yosô.
2737,"On notera que, du temps où il était sur la terre, Jésus n’a pas distrait ses disciples avec des histoires sur les esprits méchants, alors qu’il en savait beaucoup sur Satan et sur l’ampleur de ses pouvoirs.","Di béñge le ngéda Yésu a bé hana isi, a bi nôlha bé banigil bé ni miñañ mi mimbuu mimbe, to hala kiki a bé yi mam Satan a bé le a boñ ni ma a bé bé le a boñ."
2738,Cette différence se voit au moment où les deux frères présentent leurs offrandes.,Mahéñha ipôla yap ma bi tibil nene i ngéda ba bi ke sem bisesema gwap.
2739,"Au moment où la Seconde Guerre mondiale s’achevait, les communistes grecs se sont rebellés contre le gouvernement, ce qui a déclenché une violente guerre civile.","Ngéda Gwét bi Ntôla bi nyônôs biba bi bé mal, bisônda bi maki i loñ Grikia bi bi kahal kolba ngomin, ba sagal gwét bi ngui ikété loñ."
2740,12 Nous trouvons dans la Bible beaucoup de cas où Jéhovah a fait des choses inimaginables.,"12 Mu kii di wan Bitilna, di nléba ngandak dihéga het Yéhôva a boñ mam bôt ba bé bemek bé."
2741,« Je [...] t’enseignerai le chemin où tu dois aller » .,"“M’a ti we maéba, me niiga ki we i njel u nlama kil.” —Tjémbi 32:8"
2742,"Jésus trouve une maison où loger, mais il ne veut pas que les gens sachent qu’il est là.","Yésu a nléba ndap inyu yén ndi, a nsômbôl bé le bôt ba yi le a yé ha."
2743,Le tesson de poterie sur lequel la plainte de l’ouvrier agricole a été écrite.,Pes himbôga i het ba bi tila nkaa u nsalwom
2744,"« LA MOISSON est grande, mais les ouvriers ne sont pas nombreux.","“LIBUMBUL li yé toi likeñi, ndi baboñnson ba yé ndék."
2745,Il se servira de la deuxième pour ouvrir aux Samaritains la possibilité d’entrer dans le royaume de Dieu.,"Inyu bôt ba Samaria ba ba nhémle, a ga gwélél hiliba hi nyônôs iba inyu boñ le ba kôdôl Ane Djob."
2746,Priez donc le Maître de la moisson d’envoyer des ouvriers dans sa moisson » .,"Jon, soohana Nwet libumbul le a ep basal bôlô mu libumbul jé.” —Matéô 9:37, 38."
2747,Un démon ne peut tout de même pas ouvrir les yeux des aveugles !,"Mbuu mbe u nla bé yibil mis ma ndim bôt, hala bé?”"
2748,"Ouvrir la main aux humbles et aux indigents,","Hiki ngéda di nhôla hiyeyeba,"
2749,"Ils sont comme des ouvriers à plein temps qui s’attendent à recevoir un plein salaire, c’est-à-dire un denier pour une journée de travail.","Bon ba yé kiki basalwom ba ngéda yosôna, ba ba mbem nsaa, hala wee dinariô yada inyu bôlô i ngim kel."
2750,Jésus a déjà comparé ses disciples à des ouvriers participant à une moisson ; ils comprennent donc peut-être qu’ils correspondent aux dix esclaves de l’exemple .,"Banigil ba nla yimbe le bon Yésu a yé hégha ni jôm li minkol mu hihéga hié, inyule Yésu a ma hégha bo ni basalnwom."
2751,Des ouvriers filent nuit et jour des écheveaux de laine blanche.,I bôt ba ngwélél mahuu ma kembee ba nsal juu ni njamuha inyu pémés loñge bôñgô i mpôp.
2752,"Durant son existence préhumaine, il a été un “ habile ouvrier ” en collaborant avec Dieu à la création de toutes choses “ dans les cieux et sur la terre ”.","Ilole a nlo hana isi kiki mut binam, a bé ‘bañga ngwelnson’ ngéda Djob a bé hek mam momasôna ‘ma ma yé ngii, ni ma ma yé isi.’"
2753,"» Ensuite, il a essayé de convaincre Ève qu’elle n’avait pas besoin d’écouter Dieu : « Dieu sait que, le jour même où vous en mangerez, vos yeux ne manqueront pas de s’ouvrir.","I mbus, a noode kwés Eva nkaa le a gwé bé ngôñ i emble Djob, a kal nye le: “Inyule Nyambe a nyi le i kel ni nje mu, ha nyen mis manan m’a yiblana.”"
2754,"Aux réunions, il nous faut ouvrir notre esprit et notre cœur, et permettre à ce qui est dit d’y pénétrer.","Ngéda di nke makoda, di nlama yibil mahoñol ni miñem nwés, inyu nwas le biniigana bi tihba bés."
2755,226 97 L’exemple des ouvriers dans la vigne,226 97 Hihéga hi basalwom u minkôô mi wai
2756,"» En adorant Jéhovah d’un cœur débordant d’amour, nous choisissons de lui ouvrir cette porte.","Ibale di mboñ hala, di ga ti Yéhôva lini likébla likeñi le ñem maliga."
2757,"Isaïe 45:1 : « Voici ce que dit Jéhovah à son oint, à Cyrus, dont il a saisi la main droite, pour soumettre des nations devant lui, pour désarmer des rois, pour ouvrir devant lui les portes à deux battants, si bien que les portes de la ville ne seront pas fermées. »","Yésaya 45:1: “Haana nyen Yéhôva a nkal nhook wé mut le Kirus, nu me kôbda woo wé walôm le a bes biloñ isi bisu gwé, me tiñil ki ngôli bibôbôk bi bikiñe le me yible nye makôga ma nkoñ, ndi manwemel map m’a ba bé nyibak.”"
2758,"À Grójec, un proclamateur prêche à un ouvrier dans un verger.",Ntéé likalô wada i loñ Pôlan a yé añle ngim mut nu a nsal i wom i pôm nwin u Bibel i tison i Grôjek
2759,"Que d’aimer notre prochain, lui ouvrir notre main ?",Di ga gwés toi mut wés libôk; d’a gwés hôla nye.
2760,"Les ouvriers recevaient régulièrement de la nourriture, mais ils ne touchaient un salaire qu’une fois par an.","Ba bé ti basalnwom ndék bijek hiki ngéda, ndi ba bé kôs ndik nsaa ngélé yada inyu ngim nwii."
2761,"Ému de pitié pour ces personnes, Jésus dit à ses disciples : « La moisson est grande, mais les ouvriers ne sont pas nombreux.","Konangoo i ntinde Yésu i kal banigil bé le: “Ñ, libumbul li yé likeñi, ndi basal bôlô ba yé ndék."
2762,"« Dieu sait que [...] vos yeux ne manqueront pas de s’ouvrir et, à coup sûr, vous serez comme Dieu, connaissant le bon et le mauvais » .","“Nyambe a nyi le . . . mis manan m’a yiblana, bé ki n’a ba kii Nyambe le ni yik loñge ni béba.” —Bibôdle 3:5"
2763,LES « DERNIERS » OUVRIERS DE LA VIGNE DEVIENNENT LES « PREMIERS »,BASALWOM “BA NSÔK” BA NYILA “BA BISU”
2764,L’historien Simon Schama explique : « [Cette plainte] ne nous apprend pas seulement qu’un ouvrier agricole cherchait désespérément à récupérer [son vêtement].,"Mut miñañ wada le Simon Schama a nkal le: “Nkaa unu ngwelnson a bé kaa, u gwé mahee i mis més iloo nso njelel u ngwelnson u u nsômbôl le ba timbis wo mbot yé."
2765,"15 Jésus a dit à propos de l’activité de prédication et d’enseignement : « La moisson est grande, mais les ouvriers ne sont pas nombreux.","15 Inyu pôdôl nson u ñañ lam ni u yilha bôt banigil, Yésu a kal le: “Libumbul li yé toi likeñi, ndi baboñnson ba yé ndék."
2766,Comment ouvrir « tout grand notre cœur » ?,Lelaa di nla unda le di nhandal miñem nwés?
2767,Je veux donner aux derniers ouvriers autant qu’à toi.,Me ngwés ti bana bôt ba nsôk lo i bôlô nlélém nsaa kiki bé.
2768,"JW Library contient les nouveaux cantiques, qui ne sont pas disponibles en version papier.",JW Library a gwé tjémbi di Ane di mondo di di ta bé ikété kaat yés tjémbi
2769,"Que tu lises la Bible en version papier ou en version électronique, ton but devrait être de faire passer son message de la page à ton cœur.","Too di nsoñgol Bibel i mapep, tole i tafel, njômbi yés i yé le, di héya Bañga i Nyambe mu i sélél yés, inyu jubus yo miñem nwés."
2770,"Que tu lises la Bible en version papier ou en version électronique, ton but devrait être de faire passer son message de la page à ton cœur. w17.09 24 § 4-5.","Too di nsoñgol Bibel i mapep, tole i tafel, njômbi yés i yé le, di héya Bañga i Nyambe mu i sélél yés, inyu jubus yo miñem nwés. w17.09 24 § 4, 5"
2771,"Ils ont dit à Milan et à son frère de monter dans leur voiture pour traverser la frontière, puisqu’on ne contrôlait pas les papiers des enfants.","Jon bôt bana boba ba bi kal Milan ni manyañ nu munlôm le ba jôp matôa map inyu yap nwaa loñ, inyule ba bé bat bé boñge mapep."
2772,"Sans parler des librairies qui vendent de nombreux livres sur le développement personnel, alimentant ainsi une industrie multimilliardaire.","Jam lipe li yé ki le, bisabe bi bikaat bi yôni ni bikaat bi nti maéba inyu yi lelaa u nla yémbél ngim mandutu ma niñ, bi kwéhak ki bôt bape mingwañ."
2773,« Jamais un homme n’a parlé de cette façon »,“Mut a mpodok bé hala kekikel”
2774,L’étudiant progressera sans doute plus rapidement si tu transmets le cours biblique à une assemblée ou à un groupe qui parle sa langue et qui ne se trouve pas loin.,Nnigil Bibel a nla pala hol i pes mbuu ibale u ntégbaha yigil yé i likoda tole i juu li li mpot hilémb hié.
2775,Parle suffisamment fort.,Pot ni kiñ i kôli.
2776,"Yiphtah était un homme bon, qui passait beaucoup de temps à parler de Jéhovah à sa fille.","Yéfta a bé loñge mut, a bé tégbaha ngandak ngéda i niiga man wé nu muda mam ma mbéñge Yéhôva."
2777,"» Mais parce que nous sommes des adorateurs de Jéhovah, nous voulons toujours parler aimablement et avec douceur .","Ndi bés ba di yé bagwélél ba Yéhôva, bibuk gwés bi nlama bé baabana, bi nlama ba bilam ngéda yosôna. —Añ Kôlôsé 4:6."
2778,"Au Cameroun, une proclamatrice parle de la bonne nouvelle à une cueilleuse de thé.",A yé añle nsal wom u té i loñ Kamerun
2779,Mon père ne voulait pas que ma mère me parle de ce qu’elle apprenait.,Pua yem a bé sômbôl bé le mama a kwélés me mu mam a bé nigil.
2780,Qu’est- ce qui peut t’aider encore à parler de ta foi ?,Lelaa litehge li hémle yoñ li nla hôla we i kwélés bôt bape?
2781,"Ces paroles que je t’ordonne aujourd’hui devront être sur ton cœur ; il faudra que tu les inculques à ton fils et que tu en parles quand tu seras assis dans ta maison et quand tu marcheras sur la route, quand tu te coucheras et quand tu te lèveras » .","Bibañga bini me nkal we len ini gw’a ba i ñem woñ; u tiblak niiga gwo bon boñ, u kwélhege bo mu ngéda u yii ndap yoñ, ni ngéda u yé nlôm njel, ni ngéda u nañal, ni ngéda u ntelep.”—NDIIMBA MBÉN 6:5-7."
2782,David. Son état d’esprit coléreux influençait sa façon de parler.,David a bé unda libak libe ikété bipôdôl gwé.
2783,"AUJOURD’HUI, on parle beaucoup d’égalité et de liberté.","I LEN ini, ngandak bôt ikété nkoñ isi i nlôôha kal le i bisu bi mbén, bés bobasôna di yé sega, di bak ki kunde."
2784,10 Jéhovah a parlé du roi David comme d’« un homme selon [s]on cœur » .,10 Yéhôva a bi pôdôl Kiñe David kiki “mut kingéda ñem [wé].”
2785,9 Certains enfants peuvent avoir besoin d’apprendre à connaître Jéhovah dans deux langues : leur langue scolaire et celle parlée chez eux.,"9 Ngim boñge i nla bana ngôñ i nigil i yi Yéhôva ikété dilémb diba —hala wee hilémb hi ba ngwélél i suklu, ni hi ba mpot i ndap."
2786,"Un frère de 15 ans qui vit en Australie a écrit : « Souvent, papa parle avec moi de ma foi en me faisant réfléchir.","Mankéé nu munlôm nu loñ i Ôstrélia, nu a gwé 15 ñwii a bi tila le: “Pua yem a mbéna kwélés me inyu hémle yem, a hôlga ki me i hek pék."
2787,"Face à un tel rejet, Jésus répond : « Pourquoi est- ce que je vous parle, après tout ?","Mu kiki ba yé pééna, Yésu a ntimbhe bo le: “Inyuki me ngi pôdhak bé?”"
2788,"Il en a parlé à un ancien, qui l’a encouragé à réfléchir à certains dangers, comme celui de développer l’esprit de compétition.","A bi kwel ni mañ wada mu jam li, u u bi hôla Christoph i hoñol bikuu a bé le a boma ibale a neebe nsébla wap, kiki bo le a bé le a bôdôl bana mahoñol ma pémsan ni bôt bape."
2789,"14 Si nous pensons comme Christ, cela influencera notre façon de parler, notre comportement au travail ou à l’école, et nos décisions quotidiennes.","14 I bana mahoñol ma Kristô, i ntihba bipôdôl gwés, maboñok més ngéda di yé homa bôlô, i suklu, ni makidik di nyoñ hiki kel."
2790,"Selon Matthieu 17:1-5, à quelle occasion Jéhovah a- t- il parlé depuis le ciel, et qu’a- t- il dit ?","Inoñnaga ni kaat Matéô 17:1-5, imbe ngéda Yéhôva a bi pot kiñ i lôlak i ngii, kii a kal?"
2791,"À l’époque d’Ézékiel, personne n’a reçu à proprement parler de marque sur le front.","I dilo di Ezékiel, mut nye ki nye a kôs bé yimbne i mbom yé, yimbne i i ntéa mis."
2792,L’époque de l’exécution du jugement dont parle l’ange est aussi appelée “ le jour de Jéhovah ”.,Ngéda biyônôl bi mbagi i añgel i mpôdôl i nsébla ki le “hilo hi Yéhôva.”
2793,De quelle prière très connue allons- nous parler ?,Di nke kwélél nano inyu mambe masoohe ngandak bôt i nyi?
2794,"Quand son tour est venu de faire un exposé devant la classe, elle a parlé du salut au drapeau.",A bi gwélél ngim nkwel ba bi ti nye i tégbaha i bisu bi ndap suklu inyu toñol jam li mbéñge libadô li nyuñg.
2795,"On entendait parler de Jésus partout, même jusqu’en Syrie.","Miñañ inyu Yésu mi bi tjama homa nyensôna, ikepam i loñ Siria."
2796,"Alors que Pierre est en train de parler, un nuage lumineux les couvre et une voix venue de ce nuage déclare : « C’est mon Fils, le bien-aimé, et il a mon approbation.","Kiki Pétrô a ngi podok, ond i mbai i nhô bo, kiñ i mpémél mu ond i kalak le: “Man wem nunu, man wem nu gwéha, nyen a nlémél me."
2797,JOYAUX DE LA PAROLE DE DIEU | MARC 13-14,MASÔÔ MA NKUS MA BIBEL | MARKÔ 13-14
2798,Comment les paroles de Marie font- elles ressortir...,Lelaa bibuk bi Maria bi ñunda . . .
2799,"À présent, après le repas de la Pâque semble- t- il, il cite ces paroles prophétiques de David : « L’homme en paix avec moi, un homme en qui j’avais confiance, qui mangeait mon pain, a levé son talon contre moi.","Nano, kiki ba mal je Pasa, a mpahal bini bibuk bi mbañ David le: “Liwanda jem li mea, nu me bé bôdôl ñem, nu a bé je koga yem, a bi pa tindi yé ikolba me.”"
2800,JOYAUX DE LA PAROLE DE DIEU | ISAÏE 29-33,MASÔÔ MA NKUS MA BIBEL | YÉSAYA 29-33
2801,"” De même que l’eau redonne vie à un arbre desséché, une parole calme dite par une langue apaisante peut redonner le moral à celui qui l’entend.","* Kiki malép ma nti nkôt e niñ, hala nyen bipôdôl bilam bi nlôl i tomba hilémb bi nla hôyôs miñem mi baemble."
2802,"15 L’apôtre Pierre recommande aux chrétiennes d’être soumises à leur mari, « afin que, si quelques-uns n’obéissent pas à la parole, ils soient gagnés sans parole grâce à la conduite de leurs femmes, parce qu’ils auront été témoins oculaires de [leur] conduite pure ainsi que d’un profond respect ».","15 Ñôma Pétrô a nti bikristen bi bôda maéba le ba suhus bomede isi balôm bap, inyu boñ ‘le to ibale bahogi ba nôgôl bé bañga i Nyambe, wee bihiumul bi baa bap bi yoña bo ibabé bañga i Nyambe, lakii ba ntehe bihiumul binan bi gwé bé nsohi ni njôôñ lipém.’"
2803,"10 Tenez compte des paroles contenues en Jacques 1:14, 15 : “ Chacun est éprouvé en se laissant entraîner et séduire par son propre désir.","10 Wan le bibuk bi yé ikété kaat Yakôbô 1:14, 15: “Ndi hi mut a noodana ngéda minheña nwé nyemede mi nlop nye, ni lôbhe ki nye."
2804,"» Même à 91 ans, je me souviens encore de la peine que ces paroles m’ont faite.","To hala kii me gwé 91 ñwii i len ini, me ngi hoñlak njôghe me bi nôgda ngéda me bi nok bibuk bi."
2805,JOYAUX DE LA PAROLE DE DIEU | PROVERBES 1-6,MASÔÔ MA NKUS MA BIBEL | BINGÉNGÉN 1-6
2806,JOYAUX DE LA PAROLE DE DIEU | DANIEL 10-12,MASÔÔ MA NKUS MA BIBEL | DANIEL 10-12
2807,Quel genre de paroles renforcent nos relations avec les autres ?,Mimbe mintén mi bipôdôl mi nhôlôs?
2808,guidés par la Parole de Dieu ?,bi nwas le Bañga i Djob i éga bo?
2809,"Que signifient les paroles de Jésus contenues en Marc 10:11, 12 ?","Lelaa bibañga bi Yésu i kaat Markô 10:11, 12 bi nla nôga?"
2810,La Parole de Jéhovah se réalise dans les moindres détails,Lipôdôl li Yéhôva li nyon yak ikété disii di mam
2811,Notez ce que dit sa Parole concernant la vie sur la terre transformée en Paradis :,Tehe ki yom Bañga yé i nkal inyu niñ i Paradis hana isi:
2812,Car ses paroles sont fidèles.,"To nyemb, to njiiha, gw’a ba ha bé ki."
2813,b) Pierre a- t- il vraiment tenu parole ?,Baa Pétrô a nyônôs jam a bi kadba le a’ boñ?
2814,La bienveillance : une qualité qui se manifeste en paroles et en actions,Loñgeñem —Lem lam i i nene bipôdôl ni maboñok
2815,JOYAUX DE LA PAROLE DE DIEU | JEAN 7-8,MASÔÔ MA NKUS MA BIBEL | YÔHANES 7-8
2816,"La Bible dit : « [Dieu] déteste une personne fausse, mais il est l’ami des gens droits » .","Bibel i nkal le: “Yéhôva a ñoo mut nu a mboñ mam ma yé nkoda, ndi a yé liwanda li bôt ba ba téé sép.” —Bingéngén 3:32, MN."
2817,JOYAUX DE LA PAROLE DE DIEU | MARC 3-4,MASÔÔ MA NKUS MA BIBEL | MARKÔ 3-4
2818,Ho 11:1 : Comment ces paroles se sont- elles réalisées en Jésus ?,Hôséa 11:1 —Lelaa bibañga bini bi bi yônôl ngii Yésu?
2819,"Sur tes paroles, ô Jéhovah !",I ngii mam ma nlédés ñem wem.
2820,b) Que révèlent les paroles de Marthe ?,Limbe jam li nlôôha nseñ Marta a nkal?
2821,JOYAUX DE LA PAROLE DE DIEU | ISAÏE 24-28,MASÔÔ MA NKUS MA BIBEL | YÉSAYA 24-28
2822,Noël et Pâques viennent des fausses religions du passé.,Kristak ni Paska bi nlôl minlômbi mi bibase bi bitembee
2823,Question en suspens : Que se passe- t- il après la mort ?,Mbadga inyu lipeple: Kii ntagbe i mbus nyemb mut?
2824,Mais nous avons passé des moments très joyeux avec eux.,"Ndi i tégbaha ngéda ni baudu ba, i bi ba loñge ngéda kiyaga."
2825,"Plus le temps passe, plus il se démarque par sa foi.","Kii ngéda i ntagbe, hala nyen hémle yé i nkônde unda libak jé li tôbôtôbô."
