,french,bassa
1659,Un père chrétien imite la manière dont Christ exerce l’autorité.,Isañ mbai nu a yé kristen a nigle Yésu ngeñ i pam i gwélél kunde a gwé ngii man wé
1660,"Si sa famille en conserve une partie, c’est uniquement par égard pour son père.","Ndi inyu mbônga Djob a ti David isañ Salômô, Djob a kal le pes ane ndik yon y’a yégle i si lihaa li Salômô."
1661,"Si même le Fils de Dieu, qui était parfait, a ressenti le besoin de demander l’aide et la force de son Père, que dire de nous ! — 1 Pierre 2:21.","Ibale Man Djob, nu a bé a yôni, a bé a gwé ngôñ masoohe inyu bat Djob mahôla ni ngui, bô ni ngélé yañen bés ba di ta bé peles!—1 Pétrô 2:21."
1662,"Offre : En lisant cet article de La Tour de Garde, vous découvrirez ce que Jésus et son Père nous apprennent sur le ciel.",Inyu ti mbamble: I La Tour de Garde  nunu a ntoñle bés mam Yésu bo Isañ ba bi yelel inyu liyééne jap nyoo ngii.
1663,Comment la compassion du père reflète- t- elle celle de Jéhovah et de Jésus ?,Lelaa ngôô isañ i nyeelene bés mahoñol ma Yéhôva ni ma Yésu?
1664,« Le père de tous ceux qui ont foi »,‘Isañ bôt ba hémle bobasôna’
1665,"Comme ce père aimant, Dieu agit pour notre bien à long terme.","Kii nunu isañ nu gwéha, Djob a yé sal le di laa ba masé i boga ni boga"
1666,La relation de Jésus avec son Père,Maada ma Yésu ni Isañ
1667,"Quand un père prend soin de sa famille, il imite le Christ.","Ngéda a ntôñ bôt bé ba lihaa, isañ mbai nu a yé kristen a nkôna Kristô"
1668,"Jésus conclut en décrivant la façon dont le père fait raisonner son fils aîné : « Mon fils, tu as toujours été avec moi, et tout ce qui est à moi est à toi.","Yésu a mélés hihéga hini ngéda a ñunda lelaa isañ a ñôt mahoñol ma man nu mañ. A nkal le: “A man wem, u yé ni me ngéda yosôna, hiki yom me gwé i yé yoñ."
1669,"Si tu es un père ou une mère, aide ton enfant à comprendre pourquoi Jéhovah leur a donné la Loi, le tabernacle et la prêtrise.","Ibale u gwé man, hôla nye i nok inyuki Yéhôva a bi ti bon ba Israel Mbén, Lap, ni biprisi."
1670,Une sœur d’Australie raconte : « Mon beau-père était très opposé à la vérité.,Sita yada i Ôstrélia i nkal le: “Isañ nlô wem a bé oo maliga ngandak.
1671,"“ LES vrais adorateurs, a dit Jésus, adoreront le Père avec l’esprit et la vérité ; le Père, en effet, cherche des hommes de ce genre pour l’adorer.",YÉSU a kal le: “Ba ba ñôôp ni maliga ba ôôp bisu bi Tata i mbuu ni maliga; inyule ndôñ ini yon Tata a nyéñ i ba ba ba ñôôp bisu gwé.”
1672,3 Salomon a certainement tiré beaucoup de leçons de courage de la vie de son père.,"3 Ibabé pééna, Salômô a bi nigil ngandak mam mu ñem ngui u isañ."
1673,"C’est pourquoi Jésus nous a enseigné à prier ainsi : “ Notre Père dans les cieux, que [...] ton royaume vienne.",Inyu hala nyen Yésu a niiga bés i soohe le: “A Tata wés nu a yé i ngii . . . ane yoñ i loo.
1674,"J’aimais beaucoup ces sorties avec mon père et mon grand frère, Jerry.","Hala a bé lôôha ba loñge i ba ni Pua, ni mankéé nu mañ le Jerry mu mangéda ma."
1675,"NOTRE Père céleste nous a accordé un don d’une valeur inestimable : la vie en tant que créatures humaines intelligentes, capables de refléter ses qualités .","TATA wés nu ngii a bi ti bés jam li nlôôha die —likébla li niñ kayéle di yé bôt ba binam ba gwé pék, di nla ki kôna bilem gwé."
1676,"Dans la parabole du fils prodigue, Jésus compare Jéhovah à un père aimant dont le fils a quitté le foyer pour mener une vie de débauche.","A bi toñol le, Yéhôva a yé kii Isañ nu gwéha, nu man a bi tjôô ndap lihaa, a bôdôl niñ u mpuñgu."
1677,Ce profond respect le poussait à aimer son Père et à vouloir lui plaire.,"A bé gwés Tata wé, a ban-ga ki ngôñ i lémél nye."
1678,» Il est donc certain que son Père le ressuscitera .,A yé nkwoog nkaa le Isañ a ga tugul nye. —Yôhanes 14:31.
1679,« Honore ton père et ta mère » .,“U tinak isoñ bo nyuñ lipém.” —Efésô 6:2.
1680,"Comme Jésus, sers- toi de petites choses pour expliquer de grandes choses, de choses faciles pour expliquer des choses difficiles.","Kiki Yésu, gwélél dibagaa di mam inyu toñol mbôm mam, yak mam ma ntomb inyu toñol minledek mi mam."
1681,"Pendant de nombreuses années, j’ai même été la petite amie d’un terroriste.","Ñ, me bi niñ ntandaa ngéda kiki mbok u térôrist yada.”"
1682,"Rares sont ceux qui font attention aux petits oiseaux, et encore plus rares ceux qui remarquent quand l’un d’eux « tombe à terre ».","Ibale ndék ikété yés yon i nyoñ ngéda i tibil béñge dinuni di ntehe, bôô ni ngélé yañen ngéda hiada hi nkwo isi."
1683,12 Joseph. Cet arrière-petit-fils d’Abraham a su patienter lui aussi.,"12 Yak Yôsep ndandi Abraham, a bi éba le a bé nkôôbaga i hônba."
1684,"10 C’est important de comprendre comment, petit à petit, nous pourrions être attirés par une conduite sexuelle immorale.",10 Hala a yé nseñ ngandak i yi lelaa malal ma nyega ma nla yoña bés.
1685,En prédication avec nos petites-filles.,Di yé téé likalô ni balal bés
1686,"En à peine neuf mois, cette première cellule est devenue un tout petit corps humain fait de milliards de cellules.","Ndik i mbus sôñ bôô nyen i hiomom hi bisu hi, hi nhielba nkéñéé man u yak wo u gwé didun di didun di tjomom."
1687,Une femme israélite qui s’appelait Jokébed a accouché d’un beau petit garçon.,"Muda wada ikété Lôk Israel le Yôkébed, a bééna nkéñé man munlôm u u bé nlam ngandak."
1688,"Les chefs de famille et les anciens qui aiment sa souveraineté ne voudront pas exiger les choses, comme s’ils exerçaient leur petite souveraineté à eux.","Inyu noñ ndémbél yé, basañ mbai ni mimañ, ba ba ngwés énél i Djob, ba nlama bé nyégsa bôt i boñ mam wengoñle ba gwé yap énél."
1689,"En disant qu’un petit dans le royaume des cieux est plus grand que Jean, Jésus montre que ce dernier n’en fera pas partie.","Ngéda a nkal le nu a yé ntitigi i Ane ngii a nloo Yôhanes, Yésu a yé unda le Yôhanes a mba bé nsoñgi u bôt ba nke i ngii."
1690,68 Jésus a appris aux petits enfants à obéir à Dieu.,68 Yésu a niiga yag boñge batitigi i nôgôl Djob.
1691,"Liberty était entourée de petites fermes, où on cultivait surtout du maïs.","Tison i Liberty i bé nyonok ni nwom, yom ba bé sal ngandak ha ngéda i, i bé mbaha."
1692,Mt 15:26 : Que voulait peut-être dire Jésus en utilisant l’expression « petits chiens » ?,Matéô 15:26 —Kii Yésu a bééna mahoñol ngéda a bi gwélél bibuk bini le “bon ba ngwo”?
1693,Il m’a fallu un certain temps pour me nettoyer et être prêt pour le petit-déjeuner !,"Hala a bi yoñ me ngandak ngéda inyu héya mahindi ma, ni i ba bebee inyu je kosi!"
1694,"Nous sommes vite devenus réguliers aux réunions, et une petite congrégation a été formée à Hemsworth.","Di bi hoo neebe nsébla u, mbus man likoda a bi gwéé i Hemsworth."
1695,b) Comment Éliya réagit- il en apprenant qu’un petit nuage se dessine à l’horizon ?,Lelaa a bi neebe ñwin le man ond a nene?
1696,"Soudain, le petit garçon s’arrête, l’air perturbé.","Kunda yada mañge a telep, su wé u ñunda le jam li yé téñga nye."
1697,"Parmi eux, il y a les arrière-petits-enfants de ceux qui ont assisté au discours historique de frère Rutherford en 1925.","Ikété batéé likalô ba yé nyoo len, di nléba ndandi i bet ba bi emble nkwel u mbuma ñañ u mankéé Rutherford a bi ti nyoo, i nwii 1925."
1698,"Souvent, nous apprenons à être humbles quand nous nous comparons à Jéhovah et que nous nous rendons compte à quel point nous sommes petits .","I yé i pam le di nigil suhulnyuu ngéda di nhégha bésbomede ni Yéhôva, ni i nôgda toi le di nlôôha ba disii."
1699,Nous utilisions cette petite voiture pour nous déplacer dans la circonscription.,Di bé yuuga makoda ni man wés litôa
1700,Un seul petit nuage a suffi à convaincre Éliya que Jéhovah était sur le point d’intervenir.,Man ond ndigi nyen a bi kola inyu kwés Élia nkaa le Yéhôva a yé bebee ni yônôs lipôdôl jé.
1701,De nombreux parents ont constaté que des activités de courte durée captent davantage l’intérêt des petits.,"Ngandak bagwal i nléba le bon batitigi ba mbéna yoñ ngaba i miñañ mi mi nom ndik ndék manut, mi ban-ga ki bon ba mambadga."
1702,Vous avez abandonné votre femme enceinte et votre petite fille.,"U ntjôô nwaa woñ nu a yé jém, ni nkéñéé man muda."
1703,Ma mère se donnait du mal pour s’occuper de ma petite sœur et moi.,M’ma yem a bé liya i néñés me ni mankéé nu muda.
1704,"Pour le plus petit parmi tous mes frères,","Mam ni bôñôl bo, nga ma ba ’nyu yem."
1705,b) Comment Jéhovah peut- il nous aider si nous avons le bon point de vue sur notre situation ?,Lelaa Yéhôva a nhôla bés ngéda di mboñ biliya i bugus mam ma mbuu i niñ yés?
1706,"Au contraire, nous leur montrons du respect en comprenant pourquoi ils nous visitent et à quel point ils travaillent dur pour nous.","Ndi, di ga unda le di nti bo lipém inyule di nok inyuki ba nyuuga bés, ni lelaa ba nsal ni ngui inyu yés."
1707,Essayez de comprendre le point de vue de votre conjoint avec compassion et humilité .,"U boñ bañ wengoñle u yé emble, ki le u ta toi bé emble nye."
1708,» Cette femme aurait- elle écrit ces mots si les proclamateurs avaient montré ne serait- ce qu’une pointe d’irritation ?,Baa i muda nu a bé le a tila hala ibale batéé likalô ba unda to ndék hiun yokela?
1709,"Quand j’ai moi- même eu 32 ans, j’ai essayé de me représenter à quel point ça avait dû être difficile pour elle.","Ngéda me bi pamna 32 nwii, me bi nôgda hié a bé nohop ha nwii mi."
1710,La pureté du point de vue de Dieu concerne toutes les facettes de notre vie.,I ba mapubi i mis ma Yéhôva li ntihba makas ma niñ yés momasôna.
1711,L’offrande de soi et le baptême marquent le point de départ d’une vie axée sur l’obéissance à Jéhovah.,Liti wemede nkikip ni sôble bi yé bibôdle bi niñ i manôgla ma ñem ipañ Yéhôva
1712,Quels sont mes points forts ?,Bimbe bilem bilam me gwé?
1713,« Le point de vue de la Bible sur l’homosexualité manque de tolérance ! »,“Litehge li Bibel li bôlôm ba ba nlalna baso bôlôm li ntagbe ngéda!”
1714,12 On est parfois surpris de constater à quel point la conscience de l’un diffère de celle de l’autre.,"12 Ngim mangéda, hala a nla hélés we i tehe lelaa kiññem i bikristen i yé mahéñha."
1715,"” . Tant que nous nous appuyons sur lui, Dieu ne laissera jamais une tentation s’intensifier au point que nous n’ayons pas la force spirituelle de triompher.",Kekikel Djob a’ ume bé le manoodana ma loo bés nya i yé le ngui i héñél bés inyu kolba mo—ibale di nkônde bôdôl nye ñem.
1716,7. a) Comment les parents peuvent- ils enseigner à leurs enfants le bon point de vue sur le mariage ?,"7.  Kii bagwal ba nlama tjél i len ini, ibale ba nsômbôl hôla bon bap i bana litehge lilam inyu jam li libii?"
1717,"Cet article nous aidera à garder nous aussi le bon point de vue, celui que Jéhovah approuve.","Yigil ini, i ga hôla bés i tééda litehge lilam li mam di mboñ, kiki Yéhôva Djob a ngwés."
1718,"Si maintenant nous estimons que notre âge, notre expérience ou nos responsabilités dans la congrégation nous placent en quelque sorte au-dessus des conseils des autres, nous devons là encore réviser notre point de vue.","Ibale di nhoñol le ñwii nwés, yi yés tole tel yés ikété likoda bi mboñ le mut a kôli bé ti bés maéba, wee di nlama kodol mahoñol més."
1719,Pourquoi est- ce important de cultiver le même point de vue que Jéhovah sur le mal et d’apprendre à nous maîtriser ?,"Lelaa i bana mahoñol ma Yéhôva inyu béba ni gwel bésbomede, i nsôñ bés ni maboñok mabe?"
1720,Nous devons faire attention à ne pas nous laisser influencer par le point de vue du monde sur le mariage.,Di nlama yoñ yihe le mahoñol ma nkoñ isi inyu libii ma yoña bañ bés.
1721,"Il est impensable pour moi, du point de vue de Jéhovah, de te donner la possession héréditaire de mes ancêtres .","Yéhôva a sôña me jam li, le me ti we ngababum i botata bem. —1 Bikiñe 21:3."
1722,"18 Il n’est pas facile de garder un point de vue équilibré à l’époque actuelle ; nous vivons “ les derniers jours ” et les “ temps [sont] critiques, difficiles à supporter ”.","18 I boñ le bôlô i yuu bañ mam ma mbuu munu “dilo di nsôk,” li ta bé jam li ntomb inyule ngéda i yé “nledek kiyaga.”"
1723,"12 Pour considérer la vie comme Jéhovah la considère, nous devons avoir le bon point de vue sur la sécurité.","12 Yak bés di ñunda le di gwé litehge li Yéhôva inyu niñ, ngéda di nyoñ matat le matjél ma kuba bañ."
1724,À quel point ta foi dans les promesses de Jéhovah est- elle forte ?,Baa hémle yoñ inyu mimbônga mi Yéhôva i umi siñ?
1725,"[2]  Voir l’appendice intitulé « Le point de vue biblique sur le divorce et la séparation », dans le livre « Gardez- vous dans l’amour de Dieu ».","[2]  Béñge ini kaat le “Ni téédaga bébomede ikété gwéha Nyambe,” mu ndoñi i mamélél ma kaat le, “Kii Bibel i niiga inyu mabos ni mbagla ikété libii.”"
1726,"Souvent, nous apprenons à être humbles quand nous nous comparons à Jéhovah et que nous nous rendons compte à quel point nous sommes petits .","I yé i pam le di nigil suhulnyuu ngéda di nhégha bésbomede ni Yéhôva, ni i nôgda toi le di nlôôha ba disii."
1727,Un seul petit nuage a suffi à convaincre Éliya que Jéhovah était sur le point d’intervenir.,Man ond ndigi nyen a bi kola inyu kwés Élia nkaa le Yéhôva a yé bebee ni yônôs lipôdôl jé.
1728,Comment le récit de Yona nous aide- t- il à garder un point de vue positif sur notre territoire ?,Lelaa ñañ u Yôna u nla hôla bés i tééda litehge lilam inyu bôt ba libôga jés?
1729,4 Ne soyez jamais occupés au point de manquer de temps pour vos enfants.,"4 Kekikel, ni ba bañ bôt ba pégi ngandak kayéle ni nla bé bana ngéda inyu bon banan."
1730,Ezr 1:3-6 : Pourquoi les Israélites qui ne se sont pas portés volontaires pour retourner à Jérusalem n’avaient- ils pas forcément une foi faible ?,"Esra 1:3-6 —Lôk Israél i i bi neebe bé i témb i Yérusalem, baa hala a bé inyule hémle yap i ba titigi?"
1731,"La prière n’est pas un simple rituel ; elle n’a pas non plus un effet « porte-bonheur », qui augmenterait nos chances de réussir ce que nous faisons.",Kristen i nlama bé tehe masoohe kiki yom binjénjé; tole ma ta bé kii ‘yom i makañ’ i i mboñ le u kôs to limbe jam u gwé ngôñ.
1732,"Ces hommes collectent l’impôt pour les autorités romaines, tant détestées : ils taxent les bateaux qui s’arrêtent dans les ports, les caravanes qui circulent sur les axes principaux et les importations.","Ba nyoñ tas i ngii bisitima bi nlo libôñ, ni ipañ bôt ba nyuñga ba nkil minloñ ni kamél, ni i ngii gwom bi nyuñga bi njôp i nkoñ."
1733,N’aurait- il pas ainsi porté atteinte à la justice de Dieu ?,Baa ki hala a bi kolba bé telepsép i Djob?
1734,La muraille et les portes ont été terminées en seulement 52 jours.,"Mbus 52 ma dilo, bôlô i mapénd ni i manwemel i bi mal."
1735,17 Pourquoi nous « continuons à porter beaucoup de fruit »,17 Inyuki di nlama “ke ni bisu i num ngandak matam”
1736,"Les frères locaux ont été touchés de le voir porter le barong tagalog, la tenue traditionnelle philippine, lors de son discours public.","Bilôk bikéé bi loñ bi bé maséé i tehe mankéé Franz a héba mbot i loñ i Filipin ba nsébél le, barong Tagalôg, ngéda a bé ti nkwel mbamba."
1737,"En Afrique de l’Ouest, par exemple, les gens pensaient que la terre était portée par un serpent enroulé sur lui- même, avec 3 500 anneaux au-dessus de la terre et 3 500 anneaux au-dessous.","Kii ka héga, i Africa kéndimbok, bôt ba bé hoñol ngim ngéda le hisi hi kéhne ngi nhôôk nyoo, dibanda 3 500 ngii, ni dibanda 3 500 isi."
1738,"28 La jeune Esther a porté de bien lourdes responsabilités, comme la préparation de décrets entraînant guerre et extermination.","28 To hala kii a bé a ngi yii ngond muda, Ester a bi gwel minson minkeñi, kiki bo i kôôba mambén ma ma bi lona gwét ni tjiba."
1739,Il a renforcé les barres de tes portes ; il a béni tes fils au milieu de toi.,"A bi lédés bihimbil bi manwemel, a bi sayap bon banan ikété yoñ."
1740,"Les Perses sont entrés dans la ville par les imposantes portes à deux battants de la muraille, laissées imprudemment ouvertes.","Lôk Persia i bi tagbe makôga makeñi ima i lijubul li tison, ma ba bi hôya kwés."
1741,"4 S’il n’y avait pas Peninna, Hanna pourrait porter son fardeau avec courage.",4 Hana a nla nihbe njôghe yé ibale Pénina a ba bé ha.
1742,Il avait appris à « porter le joug pendant sa jeunesse ».,A bi nigil i “haba kop nson binéñél gwé.”
1743,"À Port Harcourt, ma rencontre avec les frères s’est terminée à la hâte par une prière, car les forces gouvernementales avaient franchi les défenses rebelles, à l’extérieur de la ville.","I tison, i Port Harcourt, di bi ba nyégsaga i téé likoda jés ngéda ngi kola, inyule bisônda bi loñ bi bi tagbe lipénd li mintonba mi Biafra."
1744,"Nous lisons que, jour après jour, il s’approche aussi près que possible de la maison des femmes pour savoir comment se porte sa fille adoptive (Est.","Ñañ u nkal bés le hiki kel, a nlo bebee ni ndap i bôda inyu noode yi lelaa Ester a nke."
1745,"Jésus dit à Pierre qu’il peut être heureux que Dieu lui ait révélé cela, puis il ajoute : « Je te dis : Tu es Pierre, et sur ce rocher je bâtirai ma congrégation, et les portes de la Tombe ne la domineront pas.","Yésu a nkal Pétrô le a nla kon maséé i yi le Djob a bi soolene nye jam li, a nkônde le: “Me nkal ki we le: U yé Pétrô, munu liaa lini nyen m’a ôñôl likoda jem, to manwemel ma Soñ m’a yémbél bé jo.”"
1746,"Ou alors les six mesures, bien pleines, étaient le poids maximum que Ruth pouvait porter.","Jam lipe li yé ki le, dini dihéga di blé disamal, ibale di bé nyonok, bebeg di bé mbegee yosôna Ruth a nla begee."
1747,Connaissez- vous un groupe religieux autour de chez vous qui porte les marques du vrai christianisme ?,Ba u nla yimbe ngim base i libôga joñ i i gwé bini bilem bi bañga ntôñ u Kristô?
1748,"15 Paul déclara : “ Nous les forts, nous devons porter les faiblesses de ceux qui ne sont pas forts, et non nous plaire à nous- mêmes.","15 Paul a kal le: “Bés ba di gwé ngui, di nlama hônba bomb i ba ba gwé bé ngui, di lémél bañ bésbomede."
1749,« Mon Père est glorifié en ceci : que vous continuiez à porter beaucoup de fruit et que vous vous montriez mes disciples » .,"“Tata a nkôhna lipém munu jam lini, le ni ke ni bisu i num ngandak matam, ni unda ki le ni yé banigil bem.” —YÔHANES 15:8, MN."
1750,"Silvana, pionnière depuis presque 30 ans, dit : « Avant d’aller frapper à une porte, je demande à Jéhovah de m’aider à être positive.","Sita Silvana, nu a yé nsañal nano a yé bebee le 30 ma nwii, a nkal le: “Ilole me nke nson u mandap ni mandap libôga jem li likalô, me nsoohe Yéhôva, me badak nye le a hôla me i bana litehge lilam inyu bôt ba.”"
1751,"Comme je le disais en introduction, nous nous levions en pleine nuit et nous glissions discrètement des tracts ou des brochures sous la porte des maisons avant que le jour se lève.","Di bé di tôde ilole kel i nye , di bé ha bon ba bikaat tole bon ba mapep isi makôga ma mandap ma bôt."
1752,"Quand ils sont arrivés devant les portes, elles étaient ouvertes !","Kiki ba mbol ha, ba ada le manwemel ma néhi!"
1753,"Mais ce serait plutôt le moment de fermer la porte de notre cœur, en changeant de conversation ou en partant.","Ha ngéda i nyen di nlama ni kwés manwemel ma tison yés, hala wee di keñgle hiandi hi, ni ini njel le di nla héñha nkwel tole di nyodi ha."
1754,"” . Mari et femme doivent, eux aussi, porter un regard positif l’un sur l’autre et être disposés à se pardonner. — Colossiens 3:13.",Balôm ni baa ba nlama béñge wada ni nuu ni mis malam. Ba bak ki bebee i nwéhél wada ni nuu. —Añ Kôlôsé 3:13.
1755,Et il éprouve le même amour pour tous ceux qui accueillent « le royaume de Dieu comme un jeune enfant » .,A gwé nlélém gwéha inyu ba bobasôna ba ‘nleege Ane Nyambe kiki mañge ntitigi.’ —Lukas 18:17.
1756,Pourquoi est- ce mal de manifester un intérêt sexuel pour quelqu’un d’autre que son conjoint ?,"Inyuki i béñge mut numpe, nu a ta bé sobiina woñ ni mis ma ndéñg, i yé béba?"
1757,8 Naomi encourage Ruth à accepter la proposition de Boaz de glaner dans ses champs et près des jeunes femmes de sa maisonnée pour que les moissonneurs la laissent tranquille.,"8 Naômi a nti Ruth makénd le a neebe mahôla ma Bôas, ni le a ke ni bisu i toohe ikété nwom nwé. A nkal ki nye le a yén bebee ni bingond bi ndap i Bôas inyu kéñ le babumbul ba ntééñga bañ nye."
1758,Comment Éliézer a- t- il compris que Rébecca était la femme qu’il fallait pour Isaac ?,Lelaa Éliézer a bi pam i yi le Rébéka a bé muda Isak a bé lama bii?
1759,Pour lui prêcher la vérité.,Le bôt ba nok nwin u Nyambe.
1760,Combien de temps nous faut- il généralement pour nous pardonner mutuellement ?,Baa di yé di hoo tole di yé di tiñha nwéhél?
1761,Elle apprend que la Loi donnée par Jéhovah aux Israélites prévoit une disposition bienveillante pour les pauvres.,"A nigil le i Mbén Yéhôva a bi ti litén jé Israel, i gwé bitelbene bi gwéha inyu diyeyeba."
1762,"Elle leur a donc offert un jus de fruit, donné une brosse pour qu’ils nettoient leurs vêtements, ainsi qu’une bassine d’eau et des serviettes.","A bi ti bo ndék binene ni biséhél inyu héya libu li biték i mambot map, nlôñga malép, ni biwédé."
1763,Des conseils pour les familles,Mahôla inyu mahaa
1764,"Un serviteur se tourne vers son maître, c’est-à-dire compte sur lui, pour recevoir nourriture et protection. Mais il doit aussi se tourner constamment vers lui pour comprendre quelle est sa volonté et la faire.","A bé gwés kal le nkol u nun ndik bé nwet wé inyu kôs bijek, tole inyu boñ le a sôñ nye, ndi le nkol u nlama béñge nwet wé inyu yimbe mam ma nkon nye ngôñ, kayéle a yônôs mo."
1765,Quelles pressions a subies Sergeï pour désobéir à Dieu ?,Lelaa ba bé noode tômbôs ndéñbe i Serge ipañ Djob?
1766,"Aux autres villes aussi il me faut annoncer la bonne nouvelle du royaume de Dieu, car c’est pour cela que j’ai été envoyé .",Me nlama añle yak minkoñ mimpe miñañ minlam mi Ane Nyambe; inyule jon me bi ôma. —Lukas 4:43.
1767,"Pour te faire une idée de ce qui pourrait intéresser une personne, sois attentif à ses occupations ou à son cadre de vie.","Inyu yi umbe nkwel u nla lémél mut, yoñ ngéda i béñge bibôlô a nsal tole gwom gwobisôna bi yé nye ipañ."
1768,Dieu compte sur les parents pour enseigner et corriger leurs enfants.,Isañ nu gwéha a nti lihaa jé mam ma minsôn ni ma mbuu
1769,"Cette application est aussi utile pour la prédication, en particulier pour le témoignage informel.","I yé ki nseñ i likalô, téntén ngéda di nkwélés bôt mu kiki di mboñ mam mape ma niñ."
1770,"Pour lui, leurs sentiments étaient beaucoup plus importants que ses préférences.",Yom ba bé nôgda i bé lôôha bana nseñ i mis mé iloo mam ma bé lémél nye.
1771,Demandez à la personne qui vous enseigne la Bible de vous aider à préparer un commentaire pour la prochaine réunion.,"Ni mahôla ma nniiga woñ, kôôba ndimbhe w’a la ti likoda li noñ ha."
1772,Comment trouver ceux qui ont « l’état d’esprit qu’il faut pour avoir la vie éternelle » ?,"Lelaa di nla yi i bet “ba gwé libak lilam inyu niñ boga,” ni lelaa di nla léba bo?"
1773,"b) Pour un chrétien, que signifie être mûr ?",I ba nhôôlak i pes mbuu i nkobla le kii inyu kristen?
1774,Elle raconte qu’elle a été « beaucoup encouragée et réconfortée » en voyant les nombreux volontaires de tout le Japon et de l’étranger s’activer pour réparer les maisons et les Salles du Royaume.,"A nkal le: A bi “kôs makénd ni hogbe” ngéda ngandak bilôk bikéé i bi lôl bahoma bape ba Yapan, ni biloñ bipe inyu tibil gwom bi bi ôbi, ibabé le ba kôs nsaa."
1775,"Elle le soutient et lui est soumise, elle n’a pas d’exigences déraisonnables, elle collabore plutôt avec lui pour qu’ils puissent rester concentrés sur les questions spirituelles. — Genèse 2:18 ; Matthieu 6:33.","A nit nlôm, a nsuhul nyemede isi yé, a mbat bé nye mam a nla bé kôs, ndi a nit nye le gwéñe bi mbuu gwon bi telep i bisu.—Bibôdle 2:18; Matéô 6:33."
1776,À quoi les publications pour les jeunes peuvent- elles aussi les aider ?,Kii ipe bikaat gwés bi nhôla boñge bawanda ni batitigi i boñ?
1777,Pour chaque objectif :,"Inyu hôla we i yônôs hiki njômbi, u béñge matode ma ma noñ:"
1778,"Comme Jésus, sers- toi de petites choses pour expliquer de grandes choses, de choses faciles pour expliquer des choses difficiles.","Kiki Yésu, gwélél dibagaa di mam inyu toñol mbôm mam, yak mam ma ntomb inyu toñol minledek mi mam."
1779,"Chaque fois, il y a largement assez pour tous.","Mu i ngélé iba, bijek bi yégle."
1780,"D’après Exode 23:9, comment les serviteurs de Dieu devaient- ils traiter les étrangers, et pourquoi ?","Inoñnaga ni kaat Manyodi 23:9, lelaa litén li Djob li kôba li bé lama tééda bakén, inyuki?"
1781,Pourquoi est- ce mal de manifester un intérêt sexuel pour quelqu’un d’autre que son conjoint ?,"Inyuki i béñge mut numpe, nu a ta bé sobiina woñ ni mis ma ndéñg, i yé béba?"
1782,Mais pourquoi sommes- nous si différents des autres religions ?,Kii i mboñ ni le di lôôha ba maselna ni ntôñ wo ki wo umpe?
1783,"Que pensait David des normes morales de Jéhovah, et pourquoi ?","Lelaa David a bé tehe matiñ ma téé sép ma Yéhôva, inyuki?"
1784,"7, 8. a) Pourquoi disons- nous que se fixer des objectifs aide à prendre de bonnes décisions ?","7, 8.  Lelaa i téé mam di nlama boñ i pes mbuu i nla boñ le, i yoñ makidik malam i ba jam li tomb?"
1785,11. a) Pourquoi les mamans peuvent- elles facilement se mettre à la place de Marie ?,11.  Inyuki bôda bobasôna ba nla nok Maria?
1786,Pourquoi est- il profitable d’être appliqué et honnête dans notre travail ?,"Bimbe bisai di nla kôs ibale di gwé likeñge li bôlô, di bak ki maliga?"
1787,Questions : Pourquoi Jéhovah a- t- il décidé de faire venir un déluge sur la terre ?,Mambadga: Inyuki Yéhôva a bi kal le a nlona Ntida malép?
1788,Pourquoi est- ce que ce n’est pas toujours facile de faire preuve d’empathie ?,Inyuki di nlama boñ biliya inyu kônôô bape ngoo?
1789,Ezr 1:3-6 : Pourquoi les Israélites qui ne se sont pas portés volontaires pour retourner à Jérusalem n’avaient- ils pas forcément une foi faible ?,"Esra 1:3-6 —Lôk Israél i i bi neebe bé i témb i Yérusalem, baa hala a bé inyule hémle yap i ba titigi?"
1790,Pourquoi les frères qui ont des participations aux réunions devraient- ils mettre en pratique 1 Corinthiens 14:40 ?,"Inyuki bilôk bikéé bi bi gwé minkwel i likoda, bi nlama noñ mabéhna di nléba i kaat 1 Korintô 14:40?"
1791,Question en suspens s’il y a de l’intérêt : Pourquoi Jésus est- il mort ?,Mbadga inyu nu a nsômbôl yi mam mape: Inyuki Yésu a bi wo?
1792,Pourquoi y a- t- il des différences entre les récits de Matthieu et de Luc à propos des premières années de la vie de Jésus ?,Inyuki miñañ mi Matéô bo Lukas inyu bibôdle bi niñ i Yésu bi yé maselna?
1793,". b) Qui est l’Agneau de Révélation 5:13, et pourquoi est- il digne d’honneur ?","Ikété kaat Masoola 5:13 njee a yé Man Ntômba, ni inyuki a kôli le di ti nye lipém?"
1794,"Au contraire, nous leur montrons du respect en comprenant pourquoi ils nous visitent et à quel point ils travaillent dur pour nous.","Ndi, di ga unda le di nti bo lipém inyule di nok inyuki ba nyuuga bés, ni lelaa ba nsal ni ngui inyu yés."
1795,Pourquoi les humains souffrent- ils depuis si longtemps ?,Inyuki bôt ba binam ba nok ndutu ntandaa ngéda?
1796,Pourquoi beaucoup ont- ils foi en Jésus ?,Inyuki ngandak bôt i nhémle Yésu?
1797,Pourquoi peut- on dire que Jésus est le meilleur exemple d’obéissance à Dieu ?,Inyuki di nkal le Yésu a yé ndémbél ikeñi inyu nôgôl Djob?
1798,Pourquoi vaut- il mieux être honnête que riche ?,Inyuki i ba maliga i nlôôha nseñ iloo nkus?
